player,value,nationality,age,height,league,champions_league,team,position_type,position,foot,games,games_starts,minutes,game_win,game_lose,game_clean_sheets,goals_team,assits_team,goals,assists,shots_total,shots_on_target,goal_created,dribbles,dribbles_completed_pct,aerials_won,aerials_won_pct,passes,passes_pct,passes_received,passes_received_pct,touches,carry_distance,carry_progressive_distance,blocks,blocked_passes,blocked_shots,clearances,tackles,tackles_won,ball_recoveries,saves,save_pct,pens_saved,cards_yellow,cards_red,dispossessed,errors
Laszlo Benes,6000000,sk SVK,21,181,Bundesliga,1,M'Gladbach,Midfielder,Central Midfield,left,22,10,898,20,9,0,1.1,2.7,0,4,21,6,6,16,75.0,9,50.0,522,76.4,406,83.5,622,1844,1065,16,14,2,11,11,9,86,0,0.0,0,3,0,6,0
Ramy Bensebaini,9000000,dz ALG,24,186,Bundesliga,1,M'Gladbach,Defender,Left-Back,left,19,16,1448,20,9,0,3.5,2.5,5,3,20,7,5,37,59.5,42,64.6,926,79.0,648,91.9,1154,3385,2022,51,45,6,55,34,17,154,0,0.0,0,8,1,17,1
Louis Beyer,2300000,de GER,19,187,Bundesliga,1,M'Gladbach,Defender,Right-Back,right,3,0,110,20,9,0,0.0,0.0,0,0,0,0,0,1,100.0,1,16.7,41,80.5,30,93.8,57,116,56,4,2,2,7,6,4,5,0,0.0,0,1,0,0,1
Mamadou DoucourĂ©,45000,fr FRA,21,183,Bundesliga,1,M'Gladbach,Defender,Centre-Back,left,2,0,2,20,9,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,9,100.0,8,100.0,9,36,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
Nico Elvedi,28000000,ch SUI,22,189,Bundesliga,1,M'Gladbach,Defender,Centre-Back,right,32,30,2618,20,9,0,0.6,0.1,1,0,8,1,1,9,88.9,93,60.0,1740,92.2,1334,97.9,2022,7948,4582,49,34,15,136,56,37,346,0,0.0,0,5,0,6,0
Breel Embolo,13000000,ch SUI,22,187,Bundesliga,1,M'Gladbach,Forward,Centre-Forward,right,28,17,1550,20,9,0,9.0,4.8,8,5,44,18,12,83,43.4,18,30.0,390,75.4,522,63.0,701,3601,1966,15,14,1,5,23,15,95,0,0.0,0,4,0,66,0
Matthias Ginter,28000000,de GER,25,191,Bundesliga,1,M'Gladbach,Defender,Centre-Back,right,31,31,2780,20,9,0,1.7,1.2,1,1,19,7,6,8,75.0,96,61.9,2156,85.9,1780,97.9,2445,10409,6340,47,23,24,151,37,20,322,0,0.0,0,2,0,5,4
Patrick Herrmann,5000000,de GER,28,179,Bundesliga,1,M'Gladbach,Forward,Right Winger,right,27,16,1453,20,9,0,7.8,5.1,6,6,40,15,10,22,72.7,14,38.9,529,70.9,508,71.5,716,3001,1886,20,16,4,8,29,20,99,0,0.0,0,4,0,33,0
Jonas Hofmann,7000000,de GER,27,176,Bundesliga,1,M'Gladbach,Forward,Right Winger,right,24,18,1633,20,9,0,5.0,4.0,5,3,23,10,10,36,50.0,4,19.0,882,79.6,689,81.6,1065,4157,2074,36,33,3,13,40,27,150,0,0.0,0,3,0,24,0
Tony Jantschke,2000000,de GER,29,177,Bundesliga,1,M'Gladbach,Defender,Centre-Back,right,17,11,1012,20,9,0,0.5,0.9,0,0,4,0,0,1,100.0,25,48.1,646,83.3,506,98.3,802,2590,1144,31,16,15,63,39,16,101,0,0.0,0,6,0,2,0
Fabian Johnson,1000000,us USA,31,183,Bundesliga,1,M'Gladbach,Forward,Left Winger,right,6,3,271,20,9,0,0.0,0.1,0,0,0,0,0,3,33.3,0,0.0,116,76.7,85,74.6,136,380,229,5,5,0,1,4,3,24,0,0.0,0,0,0,2,0
Christoph Kramer,7000000,de GER,28,191,Bundesliga,1,M'Gladbach,Midfielder,Defensive Midfield,right,22,17,1464,20,9,0,0.4,0.4,0,0,10,0,3,20,85.0,24,68.6,935,85.1,730,92.3,1098,3200,1517,28,25,3,28,43,28,203,0,0.0,0,4,0,11,0
Stefan Lainer,14000000,at AUT,26,175,Bundesliga,1,M'Gladbach,Defender,Right-Back,right,31,31,2710,20,9,0,1.1,3.8,1,3,16,5,7,76,56.6,36,51.4,1564,70.7,1102,89.7,1894,6720,4232,62,55,7,80,58,36,244,0,0.0,0,9,0,28,0
Torben MĂĽsel,32500,de GER,20,185,Bundesliga,1,M'Gladbach,Midfielder,Attacking Midfield,right,1,0,1,20,9,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
Florian Neuhaus,17000000,de GER,22,183,Bundesliga,1,M'Gladbach,Midfielder,Central Midfield,right,30,26,2356,20,9,0,6.1,3.1,4,2,58,22,6,65,73.8,13,35.1,1275,82.5,1092,88.1,1553,6759,3928,42,37,5,15,46,27,252,0,0.0,0,6,0,30,0
Alassane Plea,35000000,fr FRA,26,181,Bundesliga,1,M'Gladbach,Forward,Centre-Forward,right,27,25,2143,20,9,0,10.7,6.4,10,10,77,35,14,77,62.3,23,29.1,718,72.3,801,64.3,1031,4696,2559,26,21,5,6,19,11,112,0,0.0,0,4,2,50,0
Raffael,700,br BRA,34,174,Bundesliga,1,M'Gladbach,Forward,Second Striker,right,8,0,64,20,9,0,0.5,0.2,0,0,8,3,0,4,100.0,0,0.0,48,77.1,42,73.7,65,279,124,2,2,0,0,0,0,13,0,0.0,0,0,0,2,0
Yann Sommer,9000000,ch SUI,30,183,Bundesliga,1,M'Gladbach,Goalkeeper,Goalkeeper,right,34,34,3060,20,9,7,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,1545,82.2,899,99.8,1617,4638,2279,0,0,0,1,0,0,192,110,0.743,1,0,0,1,3
Lars Stindl,6000000,de GER,30,181,Bundesliga,1,M'Gladbach,Forward,Second Striker,right,25,14,1432,20,9,0,6.5,3.3,9,3,32,13,12,26,53.8,21,35.6,762,80.8,714,76.6,948,2264,1060,25,21,4,6,37,25,113,0,0.0,0,4,0,30,0
Tobias Strobl,3000000,de GER,29,188,Bundesliga,1,M'Gladbach,Midfielder,Defensive Midfield,right,10,6,615,20,9,0,0.0,0.3,0,0,1,0,1,5,100.0,9,52.9,394,88.1,314,97.2,448,1219,588,10,6,4,6,18,14,71,0,0.0,0,1,0,3,2
Marcus Thuram,22000000,fr FRA,21,192,Bundesliga,1,M'Gladbach,Forward,Left Winger,right,31,28,2202,20,9,0,10.0,6.8,10,8,59,39,13,114,60.5,75,60.0,691,68.5,815,62.2,1075,6493,4167,28,27,1,22,24,18,135,0,0.0,0,3,0,53,0
Ibrahima TraorĂ©,80000,gn GUI,31,171,Bundesliga,1,M'Gladbach,Forward,Right Winger,left,7,1,152,20,9,0,0.2,0.7,0,1,4,0,1,11,45.5,0,0.0,60,75.0,69,75.8,92,411,250,1,1,0,1,5,2,8,0,0.0,0,0,0,1,0
Oscar Wendt,1000000,se SWE,33,181,Bundesliga,1,M'Gladbach,Defender,Left-Back,left,25,18,1680,20,9,0,1.3,2.1,2,2,9,3,4,8,62.5,11,26.8,1063,75.5,670,89.5,1250,2545,1342,61,55,6,58,30,17,150,0,0.0,0,3,0,11,0
Denis Zakaria,36000000,ch SUI,22,190,Bundesliga,1,M'Gladbach,Midfielder,Defensive Midfield,right,23,22,1947,20,9,0,1.5,0.9,2,2,23,5,4,63,74.6,27,57.4,908,86.7,714,92.4,1162,5769,3263,45,32,13,39,71,54,217,0,0.0,0,7,0,24,0
IsmaĂ«l Bennacer,17000000,dz ALG,21,175,Serie A,0,Milan,Midfielder,Defensive Midfield,left,31,28,2485,19,10,0,0.9,1.4,1,0,15,1,4,82,80.5,25,49.0,1808,87.6,1384,95.3,2083,8989,4462,39,30,9,19,91,60,369,0,0.0,0,14,0,42,2
Lucas Biglia,2000000,ar ARG,33,178,Serie A,0,Milan,Midfielder,Defensive Midfield,right,14,8,685,19,10,0,0.2,0.4,0,1,6,1,1,8,75.0,14,70.0,438,90.9,340,91.4,508,1367,683,14,9,5,13,12,8,75,0,0.0,0,4,0,5,0
Giacomo Bonaventura,9000000,it ITA,29,180,Serie A,0,Milan,Midfielder,Central Midfield,right,29,13,1338,19,10,0,3.7,2.5,3,5,44,14,12,38,71.1,8,29.6,700,84.1,698,84.5,887,4004,2004,15,11,4,5,19,14,106,0,0.0,0,2,0,21,0
Fabio Borini,4000000,it ITA,28,180,Serie A,0,Milan,Forward,Left Winger,right,2,1,70,19,10,0,0.1,0.0,0,0,2,0,0,1,100.0,0,0.0,22,77.3,21,87.5,35,148,79,3,3,0,1,2,2,6,0,0.0,0,1,0,2,0
Marco Brescianini,10000,it ITA,19,188,Serie A,0,Milan,Midfielder,Central Midfield,left,1,0,25,19,10,0,0.0,0.0,0,0,0,0,0,0,0.0,1,100.0,23,100.0,20,95.2,25,108,51,0,0,0,0,2,2,2,0,0.0,0,0,0,1,0
Davide Calabria,9000000,it ITA,22,176,Serie A,0,Milan,Defender,Right-Back,right,25,16,1622,19,10,0,0.6,0.7,1,1,13,2,5,24,45.8,15,55.6,1169,80.8,871,95.1,1376,4707,2918,42,37,5,53,46,20,164,0,0.0,0,4,2,10,2
Hakan Ă‡alhanoÄźlu,30000000,tr TUR,25,178,Serie A,0,Milan,Midfielder,Attacking Midfield,right,35,34,2704,19,10,0,8.1,7.2,9,9,102,32,15,60,65.0,20,30.8,1649,78.2,1472,85.4,1997,8645,4847,33,30,3,24,43,34,200,0,0.0,0,6,0,35,0
Samu Castillejo,11000000,es ESP,24,182,Serie A,0,Milan,Forward,Right Winger,left,22,16,1209,19,10,0,3.2,3.0,2,3,31,8,6,45,53.3,17,33.3,560,75.4,508,77.0,755,4239,2346,37,35,2,6,25,18,99,0,0.0,0,3,1,27,0
Andrea Conti,12000000,it ITA,25,184,Serie A,0,Milan,Defender,Right-Back,right,23,21,1725,19,10,0,0.0,1.5,0,2,1,0,2,11,81.8,17,56.7,1060,83.8,740,97.0,1236,4104,2349,36,29,7,43,53,31,147,0,0.0,0,8,0,9,1
Gianluigi Donnarumma,49000000,it ITA,20,196,Serie A,0,Milan,Goalkeeper,Goalkeeper,right,36,36,3201,19,10,12,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1142,76.4,554,99.5,1245,2726,1429,0,0,0,1,0,0,152,97,0.716,4,3,0,0,4
LĂ©o Duarte,6000000,br BRA,23,183,Serie A,0,Milan,Defender,Centre-Back,right,6,4,405,19,10,0,0.3,0.0,0,0,3,0,0,0,0.0,11,57.9,195,88.2,151,100.0,233,658,270,12,6,6,12,5,1,32,0,0.0,0,2,0,1,0
Matteo Gabbia,2000000,it ITA,19,185,Serie A,0,Milan,Defender,Centre-Back,right,9,6,680,19,10,0,0.1,0.0,0,0,4,2,0,0,0.0,28,70.0,433,89.1,337,99.1,504,1627,813,10,5,5,36,9,4,88,0,0.0,0,1,0,2,0
Theo HernĂˇndez,32000000,fr FRA,21,184,Serie A,0,Milan,Defender,Left-Back,left,33,32,2817,19,10,0,4.4,4.8,6,3,49,17,9,94,62.8,42,66.7,2019,83.4,1576,91.9,2402,11093,7568,66,58,8,53,75,48,270,0,0.0,0,10,0,43,1
Zlatan Ibrahimovic,3500000,se SWE,37,195,Serie A,0,Milan,Forward,Centre-Forward,both,18,16,1362,19,10,0,9.9,3.4,10,5,63,18,7,22,54.5,78,70.3,622,69.8,670,74.5,813,2277,1029,9,5,4,23,4,3,59,0,0.0,0,1,0,21,0
Franck KessiĂ©,20000000,ci CIV,22,183,Serie A,0,Milan,Midfielder,Central Midfield,right,35,33,2904,19,10,0,4.1,2.4,4,1,37,11,4,44,70.5,19,47.5,1718,89.1,1490,91.3,2030,8139,3807,54,48,6,41,52,33,305,0,0.0,0,3,0,42,1
Simon KjĂ¦r,7000000,dk DEN,30,191,Serie A,0,Milan,Defender,Centre-Back,right,15,15,1240,19,10,0,0.5,0.0,0,0,6,1,0,0,0.0,34,70.8,682,89.1,550,98.4,823,2048,1123,28,10,18,68,25,14,109,0,0.0,0,2,0,2,1
Rade KruniÄ‡,6500000,ba BIH,25,184,Serie A,0,Milan,Midfielder,Central Midfield,right,15,4,537,19,10,0,0.4,1.1,0,1,6,2,2,13,61.5,9,47.4,236,83.5,209,85.7,307,1100,564,7,7,0,2,17,11,58,0,0.0,0,3,0,11,0
Diego Laxalt,5000000,uy URU,26,178,Serie A,0,Milan,Defender,Left-Back,left,4,1,172,19,10,0,0.0,0.1,0,0,1,1,1,2,50.0,2,28.6,119,79.8,90,90.9,134,583,380,4,4,0,2,4,2,15,0,0.0,0,1,0,0,0
Rafael LeĂŁo,20000000,pt POR,20,188,Serie A,0,Milan,Forward,Centre-Forward,right,31,12,1404,19,10,0,4.9,3.0,6,1,45,15,7,63,65.1,30,47.6,476,76.1,538,69.1,652,4523,2960,11,10,1,3,8,4,69,0,0.0,0,0,0,30,0
Daniel Maldini,30000,it ITA,17,186,Serie A,0,Milan,Midfielder,Attacking Midfield,right,2,0,27,19,10,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0.0,16,81.3,17,77.3,21,104,66,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0
Mateo Musacchio,9000000,ar ARG,28,182,Serie A,0,Milan,Defender,Centre-Back,right,18,17,1466,19,10,0,0.3,0.5,0,0,5,0,0,4,75.0,32,58.2,996,89.9,831,97.9,1119,5233,3079,18,10,8,63,13,9,129,0,0.0,0,4,1,4,0
Lucas PaquetĂˇ,22000000,br BRA,21,180,Serie A,0,Milan,Midfielder,Attacking Midfield,left,24,12,1103,19,10,0,2.3,1.2,0,1,34,13,3,45,60.0,23,41.1,578,78.7,562,86.1,790,3522,1957,21,18,3,14,39,30,116,0,0.0,0,7,0,35,0
Krzysztof PiÄ…tek,21500000,pl POL,24,183,Serie A,0,Milan,Forward,Centre-Forward,right,18,14,1183,19,10,0,6.2,0.9,4,0,45,12,4,20,75.0,30,37.0,239,75.7,312,49.1,402,1464,657,11,8,3,8,6,1,39,0,0.0,0,1,0,26,0
Ante RebiÄ‡,32000000,hr CRO,25,185,Serie A,0,Milan,Forward,Left Winger,right,26,15,1395,19,10,0,6.7,3.0,11,3,2,1,9,56,58.9,18,41.9,18,50.0,484,74.8,649,3204,1984,0,0,0,0,0,0,77,0,0.0,0,5,0,28,0
Pepe Reina,65000,es ESP,36,188,Serie A,0,Milan,Goalkeeper,Goalkeeper,right,1,1,90,19,10,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,37,73.0,16,100.0,41,141,85,0,0,0,0,0,0,3,32,0.64,1,0,1,0,0
Ricardo RodrĂ­guez,5000000,ch SUI,26,180,Serie A,0,Milan,Defender,Left-Back,left,5,5,386,19,10,0,0.0,0.2,0,0,1,0,0,2,0.0,6,75.0,285,84.9,213,97.3,324,1013,554,10,6,4,11,8,4,40,0,0.0,0,0,0,4,0
Alessio Romagnoli,36000000,it ITA,24,188,Serie A,0,Milan,Defender,Centre-Back,left,35,35,3091,19,10,0,1.6,0.6,1,0,14,3,3,6,66.7,85,65.4,1964,92.0,1598,98.3,2284,7775,3765,54,36,18,176,36,25,305,0,0.0,0,4,0,2,0
Alexis Saelemaekers,6000000,be BEL,20,180,Serie A,0,Milan,Forward,Right Winger,right,13,6,684,19,10,0,0.8,0.9,1,0,9,2,1,10,50.0,3,18.8,340,82.1,279,83.5,419,1487,893,12,12,0,2,14,6,62,0,0.0,0,4,1,11,0
AndrĂ© Silva,16000000,pt POR,23,184,Serie A,0,Milan,Forward,Centre-Forward,right,1,1,60,19,10,0,0.4,0.0,0,0,54,22,0,3,33.3,0,0.0,483,70.4,19,52.8,23,128,91,17,17,0,4,7,4,1,0,0.0,0,1,0,1,0
Suso,20000000,es ESP,25,177,Serie A,0,Milan,Forward,Right Winger,left,16,15,1359,19,10,0,1.1,3.8,1,2,31,12,5,52,63.5,1,25.0,753,76.9,712,83.7,898,4614,2675,11,11,0,3,17,14,81,0,0.0,0,2,0,29,0
Ruben Aguilar,6000000,fr FRA,26,172,Ligue 1,0,Monaco,Defender,Right-Back,right,19,11,1072,11,10,0,0.1,1.5,0,2,7,3,3,26,57.7,16,51.6,791,84.2,601,92.6,926,3148,1858,11,9,2,25,39,28,119,0,0.0,0,2,2,15,1
Jean-KĂ©vin Augustin,9000000,fr FRA,22,180,Ligue 1,0,Monaco,Forward,Centre-Forward,right,10,2,266,11,10,0,0.5,0.0,0,0,7,3,2,12,66.7,0,0.0,40,82.5,57,49.6,80,410,250,2,2,0,0,2,0,11,0,0.0,0,0,0,7,0
TiemouĂ© Bakayoko,25000000,fr FRA,24,189,Ligue 1,0,Monaco,Midfielder,Defensive Midfield,right,20,20,1719,11,10,0,1.8,0.8,1,2,24,8,3,56,55.4,25,62.5,961,86.5,869,92.9,1233,5048,2438,25,19,6,20,70,49,192,0,0.0,0,4,1,34,1
Keita BaldĂ©,16000000,sn SEN,24,181,Ligue 1,0,Monaco,Forward,Left Winger,both,21,9,858,11,10,0,4.1,0.8,4,1,28,13,5,12,50.0,27,44.3,295,70.2,315,62.7,417,1422,767,9,8,1,10,11,8,46,0,0.0,0,4,0,17,0
FodĂ© Ballo-TourĂ©,6000000,fr FRA,22,182,Ligue 1,0,Monaco,Defender,Left-Back,left,21,18,1679,11,10,0,0.6,1.3,0,0,5,2,0,50,60.0,17,65.4,861,79.7,625,91.1,1067,5130,3114,29,28,1,47,42,24,134,0,0.0,0,4,0,15,0
Gil BastiĂŁo Dias,3200000,pt POR,22,186,Ligue 1,0,Monaco,Forward,Right Winger,left,14,12,1057,11,10,0,1.2,1.7,0,0,16,5,2,43,65.1,10,43.5,639,80.9,475,86.7,813,4237,2835,25,23,2,26,56,33,114,0,0.0,0,3,0,19,1
Wissam Ben Yedder,40000000,fr FRA,28,170,Ligue 1,0,Monaco,Forward,Centre-Forward,right,26,25,2164,11,10,0,13.1,7.1,18,4,63,34,13,56,66.1,11,20.4,812,75.5,823,65.4,1064,4978,3018,19,19,0,2,19,15,125,0,0.0,0,1,0,46,0
Gabriel Boschilia,2000000,br BRA,23,172,Ligue 1,0,Monaco,Midfielder,Attacking Midfield,left,5,1,130,11,10,0,0.2,0.0,0,0,5,0,0,3,100.0,0,0.0,79,74.7,70,82.4,95,480,232,2,1,1,1,1,1,9,0,0.0,0,0,0,0,0
Cesc FĂ bregas,6000000,es ESP,32,179,Ligue 1,0,Monaco,Midfielder,Central Midfield,right,18,12,930,11,10,0,0.5,2.3,0,3,9,1,8,8,75.0,12,54.5,761,81.9,652,88.2,825,2082,1112,11,10,1,6,13,9,70,0,0.0,0,1,1,6,0
Youssouf Fofana,11000000,fr FRA,20,176,Ligue 1,0,Monaco,Midfielder,Central Midfield,right,7,7,610,11,10,0,0.3,0.6,0,2,15,4,2,19,57.9,8,53.3,443,86.0,310,90.9,449,2133,1319,15,15,0,15,23,14,76,0,0.0,0,1,0,11,0
Lyle Foster,1000000,za RSA,18,185,Ligue 1,0,Monaco,Forward,Centre-Forward,right,2,1,62,11,10,0,0.2,0.0,0,0,2,0,0,2,50.0,1,33.3,14,78.6,16,72.7,24,101,52,0,0,0,1,0,0,4,0,0.0,0,0,0,1,0
Kamil Glik,4000000,pl POL,31,190,Ligue 1,0,Monaco,Defender,Centre-Back,right,23,23,2070,11,10,0,1.4,0.0,1,0,12,4,1,0,0.0,59,62.1,1080,89.6,896,97.9,1352,3678,2316,41,22,19,165,30,13,161,0,0.0,0,5,0,1,0
Aleksandr Golovin,20000000,ru RUS,23,180,Ligue 1,0,Monaco,Midfielder,Attacking Midfield,right,25,24,2061,11,10,0,3.0,4.5,3,4,38,14,8,76,71.1,9,50.0,1137,76.6,922,86.4,1410,8434,4762,41,41,0,19,52,35,200,0,0.0,0,6,1,22,0
Benjamin Henrichs,12000000,de GER,22,183,Ligue 1,0,Monaco,Defender,Right-Back,right,13,10,890,11,10,0,1.1,0.8,0,0,10,1,0,19,42.1,9,52.9,527,80.6,398,91.3,647,2530,1454,31,28,3,16,25,13,96,0,0.0,0,3,0,9,0
Jemerson,4000000,br BRA,26,184,Ligue 1,0,Monaco,Defender,Centre-Back,right,13,13,1056,11,10,0,0.0,0.1,0,0,0,0,0,1,100.0,11,52.4,636,85.7,489,97.2,736,2556,1546,11,6,5,39,30,14,93,0,0.0,0,2,1,3,1
Stevan JovetiÄ‡,6500000,me MNE,29,183,Ligue 1,0,Monaco,Forward,Centre-Forward,right,9,5,473,11,10,0,1.8,0.6,2,0,22,9,1,24,62.5,7,41.2,209,66.0,222,73.0,278,1406,868,5,4,1,3,1,1,31,0,0.0,0,2,1,10,0
Benjamin Lecomte,11000000,fr FRA,28,186,Ligue 1,0,Monaco,Goalkeeper,Goalkeeper,left,28,28,2520,11,10,7,0.0,0.1,0,0,0,0,1,0,0.0,0,0.0,848,73.9,331,99.4,944,2222,1188,1,1,0,0,0,0,144,95,0.712,0,1,0,0,1
Rony Lopes,10000000,pt POR,23,174,Ligue 1,0,Monaco,Forward,Right Winger,left,1,1,80,11,10,0,0.2,0.0,0,0,2,0,0,1,100.0,1,20.0,26,92.3,28,63.6,34,195,70,0,0,0,0,2,1,3,0,0.0,0,0,0,1,0
Guillermo MaripĂˇn,11000000,cl CHI,25,193,Ligue 1,0,Monaco,Defender,Centre-Back,right,20,20,1753,11,10,0,1.6,0.1,2,0,10,4,1,6,50.0,38,53.5,1053,88.9,850,97.5,1262,4663,2713,40,26,14,84,51,28,164,0,0.0,0,2,0,3,1
Gelson Martins,20000000,pt POR,24,173,Ligue 1,0,Monaco,Forward,Right Winger,right,21,20,1674,11,10,0,5.5,4.1,4,1,28,11,7,104,58.7,8,29.6,784,79.6,704,78.4,1018,7141,4443,17,15,2,8,31,20,137,0,0.0,0,3,1,35,0
BenoĂ®t Mukinayi,25000000,fr FRA,18,194,Ligue 1,0,Monaco,Defender,Centre-Back,left,16,16,1411,11,10,0,0.6,0.2,0,0,10,3,0,7,71.4,53,67.1,928,87.0,694,98.0,1084,4259,2637,26,15,11,83,22,12,214,0,0.0,0,0,0,1,1
Henry Onyekuru,8000000,ng NGA,22,175,Ligue 1,0,Monaco,Forward,Left Winger,right,4,2,160,11,10,0,0.2,0.2,0,1,1,0,1,10,50.0,0,0.0,47,74.5,55,67.1,69,471,236,0,0,0,0,1,1,5,0,0.0,0,0,0,6,0
Jonathan Panzo,2000000,eng ENG,18,185,Ligue 1,0,Monaco,Defender,Centre-Back,left,2,1,107,11,10,0,0.0,0.0,0,0,1,0,0,0,0.0,2,40.0,69,85.5,62,96.9,88,552,370,5,4,1,7,2,1,6,0,0.0,0,0,0,0,0
Adrien Silva,8000000,pt POR,30,175,Ligue 1,0,Monaco,Midfielder,Central Midfield,right,22,13,1221,11,10,0,0.5,1.4,0,2,14,3,3,31,54.8,12,44.4,835,86.1,668,94.8,989,2839,1522,26,18,8,17,38,28,163,0,0.0,0,7,0,17,2
Islam Slimani,6000000,dz ALG,31,188,Ligue 1,0,Monaco,Forward,Centre-Forward,right,18,14,1285,11,10,0,10.0,4.2,9,7,48,19,12,27,44.4,42,50.0,543,70.9,588,66.6,737,2105,1045,7,6,1,8,10,7,75,0,0.0,0,5,1,27,0
Moussa Sylla,2000000,fr FRA,19,181,Ligue 1,0,Monaco,Forward,Centre-Forward,right,1,0,10,11,10,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2,100.0,2,50.0,4,13,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
AurĂ©lien TchouamĂ©ni,15000000,fr FRA,19,185,Ligue 1,0,Monaco,Midfielder,Defensive Midfield,right,3,0,65,11,10,0,0.1,0.0,0,0,2,1,0,3,33.3,2,66.7,24,87.5,17,85.0,33,68,24,0,0,0,3,0,0,9,0,0.0,0,3,0,0,1
Adama TraorĂ©,25000000,ml MLI,24,178,Ligue 1,0,Monaco,Forward,Right Winger,right,2,0,25,11,10,0,0.0,0.0,0,0,0,0,0,0,0.0,1,50.0,12,83.3,9,69.2,15,39,29,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0
Bastian Badu,35000,fr FRA,19,188,Ligue 1,0,Montpellier,Forward,Centre-Forward,left,1,0,9,11,10,0,0.0,0.0,0,0,1,0,0,0,0.0,1,50.0,6,100.0,6,50.0,7,4,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
Dimitry Bertaud,90000,fr FRA,21,180,Ligue 1,0,Montpellier,Goalkeeper,Goalkeeper,right,3,3,196,11,10,0,0.0,0.0,0,0,0,0,0,2,100.0,0,0.0,67,88.1,23,100.0,69,134,77,0,0,0,0,1,1,16,3,0.5,0,0,1,0,0
Bilal Boutobba,45000,fr FRA,20,172,Ligue 1,0,Montpellier,Forward,Right Winger,left,1,0,5,11,10,0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,6,50.0,6,85.7,6,58,39,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
Souleymane Camara,20000,sn SEN,36,174,Ligue 1,0,Montpellier,Forward,Right Winger,right,13,0,163,11,10,0,0.4,0.5,0,0,3,2,0,2,100.0,10,37.0,43,76.7,53,46.5,62,219,82,0,0,0,1,1,0,6,0,0.0,0,0,0,4,0
Matis Carvalho,15000,pt POR,20,187,Ligue 1,0,Montpellier,Goalkeeper,Goalkeeper,right,1,0,72,11,10,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,27,48.1,7,100.0,31,90,30,0,0,0,0,0,0,3,5,0.5,0,0,0,0,0
Joris Chotard,6000000,fr FRA,17,179,Ligue 1,0,Montpellier,Midfielder,Defensive Midfield,right,20,13,1251,11,10,0,0.3,0.4,0,0,11,2,2,21,52.4,19,54.3,556,77.2,411,89.7,692,2362,1221,16,11,5,17,34,21,164,0,0.0,0,5,1,7,0
Daniel CongrĂ©,40000,fr FRA,34,185,Ligue 1,0,Montpellier,Defender,Centre-Back,right,24,23,1941,11,10,0,0.7,0.2,0,1,8,2,3,7,57.1,46,55.4,900,83.9,645,97.7,1106,3503,2173,29,22,7,96,33,23,219,0,0.0,0,4,0,3,0
Nicolas Cozza,3000000,fr FRA,20,178,Ligue 1,0,Montpellier,Defender,Centre-Back,left,7,6,556,11,10,0,0.1,0.0,0,0,2,1,0,4,50.0,14,60.9,233,82.8,187,95.9,288,1309,593,13,7,6,27,6,4,40,0,0.0,0,1,0,0,0
Andy Delort,10000000,dz ALG,27,182,Ligue 1,0,Montpellier,Forward,Centre-Forward,right,26,26,2280,11,10,0,10.9,4.1,9,3,83,28,10,74,37.8,64,45.4,765,59.0,837,62.3,1117,4226,2286,22,14,8,11,32,20,118,0,0.0,0,5,0,37,0
Keagan Dolly,95000,za RSA,26,170,Ligue 1,0,Montpellier,Forward,Left Winger,left,6,1,148,11,10,0,0.1,0.1,0,0,4,2,0,5,60.0,2,66.7,75,76.0,60,72.3,92,320,142,2,2,0,0,3,1,18,0,0.0,0,1,0,4,0
Jordan Ferri,2000000,fr FRA,27,172,Ligue 1,0,Montpellier,Midfielder,Central Midfield,right,16,13,1150,11,10,0,0.5,0.8,0,0,11,4,0,33,66.7,13,52.0,740,81.5,623,89.9,882,3886,2101,13,13,0,13,28,17,146,0,0.0,0,1,1,30,0
Vitorino Hilton,100,br BRA,41,180,Ligue 1,0,Montpellier,Defender,Centre-Back,right,28,28,2510,11,10,0,1.0,1.0,0,2,12,0,4,7,71.4,86,65.2,1321,82.7,969,98.5,1667,6165,3609,37,15,22,211,36,24,308,0,0.0,0,2,0,3,1
Yun Il-lok,900,kr KOR,27,178,Ligue 1,0,Montpellier,Forward,Left Winger,right,5,1,121,11,10,0,0.3,0.7,0,0,1,0,0,7,57.1,2,50.0,54,75.9,48,70.6,67,276,159,0,0,0,0,2,1,16,0,0.0,0,0,0,4,0
