"case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
2056,"bus",0,417,32.27,290,77,10,70,2,4
2056,"car",0,417,79.23,278,0,0,70,2,4
2057,"train",0,417,62.55,263,74,3,70,2,4
2057,"air",1,417,163.1,58,98,36,70,2,4
2057,"bus",0,417,32.27,290,77,10,70,2,4
2057,"car",0,417,79.23,278,0,0,70,2,4
2058,"train",0,417,62.55,263,74,3,70,2,4
2058,"air",1,417,163.1,58,98,36,70,2,4
2058,"bus",0,417,32.27,290,77,10,70,2,4
2058,"car",0,417,79.23,278,0,0,70,2,4
2059,"train",0,417,62.55,263,74,3,70,2,4
2059,"air",1,417,163.1,58,98,36,70,2,4
2059,"bus",0,417,32.27,290,77,10,70,2,4
2059,"car",0,417,79.23,278,0,0,70,2,4
2060,"train",0,417,62.55,263,74,3,70,2,4
2060,"air",1,417,163.1,58,98,36,70,2,4
2060,"bus",0,417,32.27,290,77,10,70,2,4
2060,"car",0,417,79.23,278,0,0,70,2,4
2061,"train",0,417,62.55,263,74,3,55,2,4
2061,"air",1,417,163.1,58,98,36,55,2,4
2061,"bus",0,417,32.27,290,77,10,55,2,4
2061,"car",0,417,79.23,278,0,0,55,2,4
2062,"train",0,417,62.55,263,74,3,70,2,4
2062,"air",1,417,163.1,58,98,36,70,2,4
2062,"bus",0,417,32.27,290,77,10,70,2,4
2062,"car",0,417,79.23,278,0,0,70,2,4
2063,"train",0,417,62.55,263,74,3,70,2,4
2063,"air",1,417,163.1,58,98,36,70,2,4
2063,"bus",0,417,32.27,290,77,10,70,2,4
2063,"car",0,417,79.23,278,0,0,70,2,4
2064,"train",0,417,62.55,263,74,3,55,2,4
2064,"air",1,417,163.1,58,98,36,55,2,4
2064,"bus",0,417,32.27,290,77,10,55,2,4
2064,"car",0,417,79.23,278,0,0,55,2,4
2065,"train",0,417,62.55,263,74,3,70,2,4
2065,"air",1,417,163.1,58,98,36,70,2,4
2065,"bus",0,417,32.27,290,77,10,70,2,4
2065,"car",0,417,79.23,278,0,0,70,2,4
2066,"train",0,417,62.55,263,74,3,70,2,4
2066,"air",1,417,163.1,58,98,36,70,2,4
2066,"bus",0,417,32.27,290,77,10,70,2,4
2066,"car",0,417,79.23,278,0,0,70,2,4
2067,"train",0,417,62.55,263,74,3,70,2,4
2067,"air",1,417,163.1,58,98,36,70,2,4
2067,"bus",0,417,32.27,290,77,10,70,2,4
2067,"car",0,417,79.23,278,0,0,70,2,4
2068,"train",0,417,62.55,263,74,3,70,2,4
2068,"air",1,417,163.1,58,98,36,70,2,4
2068,"bus",0,417,32.27,290,77,10,70,2,4
2068,"car",0,417,79.23,278,0,0,70,2,4
2069,"train",0,417,62.55,263,74,3,70,2,4
2069,"air",1,417,163.1,58,98,36,70,2,4
2069,"bus",0,417,32.27,290,77,10,70,2,4
2069,"car",0,417,79.23,278,0,0,70,2,4
2070,"train",0,417,62.55,263,74,3,45,2,4
2070,"air",1,417,163.1,58,98,36,45,2,4
2070,"bus",0,417,32.27,290,77,10,45,2,4
2070,"car",0,417,79.23,278,0,0,45,2,4
2071,"train",0,417,62.55,263,74,3,70,2,4
2071,"air",1,417,163.1,58,98,36,70,2,4
2071,"bus",0,417,32.27,290,77,10,70,2,4
2071,"car",0,417,79.23,278,0,0,70,2,4
2072,"train",0,417,62.55,263,74,3,45,2,4
2072,"air",1,417,163.1,58,98,36,45,2,4
2072,"bus",0,417,32.27,290,77,10,45,2,4
2072,"car",0,417,79.23,278,0,0,45,2,4
2073,"train",0,417,62.55,263,74,3,45,2,4
2073,"air",1,417,163.1,58,98,36,45,2,4
2073,"bus",0,417,32.27,290,77,10,45,2,4
2073,"car",0,417,79.23,278,0,0,45,2,4
2074,"train",0,417,62.55,263,74,3,70,2,4
2074,"air",1,417,163.1,58,98,36,70,2,4
2074,"bus",0,417,32.27,290,77,10,70,2,4
2074,"car",0,417,79.23,278,0,0,70,2,4
2075,"train",0,417,62.55,263,74,3,55,2,4
2075,"air",1,417,163.1,58,98,36,55,2,4
2075,"bus",0,417,32.27,290,77,10,55,2,4
2075,"car",0,417,79.23,278,0,0,55,2,4
2076,"train",0,417,62.55,263,74,3,30,2,4
2076,"air",1,417,163.1,58,98,36,30,2,4
2076,"bus",0,417,32.27,290,77,10,30,2,4
2076,"car",0,417,79.23,278,0,0,30,2,4
2077,"train",0,417,62.55,263,74,3,70,2,4
2077,"air",1,417,163.1,58,98,36,70,2,4
2077,"bus",0,417,32.27,290,77,10,70,2,4
2077,"car",0,417,79.23,278,0,0,70,2,4
2078,"train",0,417,62.55,263,74,3,35,2,4
2078,"air",1,417,163.1,58,98,36,35,2,4
2078,"bus",0,417,32.27,290,77,10,35,2,4
2078,"car",0,417,79.23,278,0,0,35,2,4
2079,"train",0,417,62.55,263,74,3,70,2,4
2079,"air",1,417,163.1,58,98,36,70,2,4
2079,"bus",0,417,32.27,290,77,10,70,2,4
2079,"car",0,417,79.23,278,0,0,70,2,4
2080,"train",0,417,62.55,263,74,3,70,2,4
2080,"air",1,417,163.1,58,98,36,70,2,4
2080,"bus",0,417,32.27,290,77,10,70,2,4
2080,"car",0,417,79.23,278,0,0,70,2,4
2081,"train",0,417,62.55,263,74,3,70,2,4
2081,"air",1,417,163.1,58,98,36,70,2,4
2081,"bus",0,417,32.27,290,77,10,70,2,4
2081,"car",0,417,79.23,278,0,0,70,2,4
2082,"train",0,417,62.55,263,74,3,70,2,4
2082,"air",1,417,163.1,58,98,36,70,2,4
2082,"bus",0,417,32.27,290,77,10,70,2,4
2082,"car",0,417,79.23,278,0,0,70,2,4
2083,"train",0,417,62.55,263,74,3,70,2,4
2083,"air",1,417,163.1,58,98,36,70,2,4
2083,"bus",0,417,32.27,290,77,10,70,2,4
2083,"car",0,417,79.23,278,0,0,70,2,4
2084,"train",0,417,62.55,263,74,3,5,2,4
2084,"air",1,417,163.1,58,98,36,5,2,4
2084,"bus",0,417,32.27,290,77,10,5,2,4
2084,"car",0,417,79.23,278,0,0,5,2,4
2085,"train",0,417,62.55,263,74,3,70,2,4
2085,"air",1,417,163.1,58,98,36,70,2,4
2085,"bus",0,417,32.27,290,77,10,70,2,4
2085,"car",0,417,79.23,278,0,0,70,2,4
2086,"train",0,417,62.55,263,74,3,25,2,4
2086,"air",1,417,163.1,58,98,36,25,2,4
2086,"bus",0,417,32.27,290,77,10,25,2,4
2086,"car",0,417,79.23,278,0,0,25,2,4
2087,"train",0,417,62.55,263,74,3,70,2,4
2087,"air",1,417,163.1,58,98,36,70,2,4
2087,"bus",0,417,32.27,290,77,10,70,2,4
2087,"car",0,417,79.23,278,0,0,70,2,4
2088,"train",0,417,62.55,263,74,3,70,2,4
2088,"air",1,417,163.1,58,98,36,70,2,4
2088,"bus",0,417,32.27,290,77,10,70,2,4
2088,"car",0,417,79.23,278,0,0,70,2,4
2089,"train",0,417,62.55,263,74,3,55,2,4
2089,"air",1,417,163.1,58,98,36,55,2,4
2089,"bus",0,417,32.27,290,77,10,55,2,4
2089,"car",0,417,79.23,278,0,0,55,2,4
2090,"train",0,417,62.55,263,74,3,55,2,4
2090,"air",1,417,163.1,58,98,36,55,2,4
2090,"bus",0,417,32.27,290,77,10,55,2,4
2090,"car",0,417,79.23,278,0,0,55,2,4
2091,"train",0,417,62.55,263,74,3,70,2,4
2091,"air",1,417,163.1,58,98,36,70,2,4
2091,"bus",0,417,32.27,290,77,10,70,2,4
2091,"car",0,417,79.23,278,0,0,70,2,4
2092,"train",0,417,62.55,263,74,3,70,2,4
2092,"air",1,417,163.1,58,98,36,70,2,4
2092,"bus",0,417,32.27,290,77,10,70,2,4
2092,"car",0,417,79.23,278,0,0,70,2,4
2093,"train",0,417,62.55,263,74,3,70,2,4
2093,"air",1,417,163.1,58,98,36,70,2,4
2093,"bus",0,417,32.27,290,77,10,70,2,4
2093,"car",0,417,79.23,278,0,0,70,2,4
2094,"train",0,417,62.55,263,74,3,70,2,4
2094,"air",1,417,163.1,58,98,36,70,2,4
2094,"bus",0,417,32.27,290,77,10,70,2,4
2094,"car",0,417,79.23,278,0,0,70,2,4
2095,"train",0,417,62.55,263,74,3,55,2,4
2095,"air",1,417,163.1,58,98,36,55,2,4
2095,"bus",0,417,32.27,290,77,10,55,2,4
2095,"car",0,417,79.23,278,0,0,55,2,4
2096,"train",0,417,62.55,263,74,3,70,2,4
2096,"air",1,417,163.1,58,98,36,70,2,4
2096,"bus",0,417,32.27,290,77,10,70,2,4
2096,"car",0,417,79.23,278,0,0,70,2,4
2097,"train",0,417,62.55,263,74,3,70,2,4
2097,"air",1,417,163.1,58,98,36,70,2,4
2097,"bus",0,417,32.27,290,77,10,70,2,4
2097,"car",0,417,79.23,278,0,0,70,2,4
2098,"train",0,417,62.55,263,74,3,70,2,4
2098,"air",1,417,163.1,58,98,36,70,2,4
2098,"bus",0,417,32.27,290,77,10,70,2,4
2098,"car",0,417,79.23,278,0,0,70,2,4
2099,"train",0,417,62.55,263,74,3,70,2,4
2099,"air",1,417,163.1,58,98,36,70,2,4
2099,"bus",0,417,32.27,290,77,10,70,2,4
2099,"car",0,417,79.23,278,0,0,70,2,4
2100,"train",0,417,62.55,263,74,3,70,2,4
2100,"air",1,417,163.1,58,98,36,70,2,4
2100,"bus",0,417,32.27,290,77,10,70,2,4
2100,"car",0,417,79.23,278,0,0,70,2,4
2101,"train",0,417,62.55,263,74,3,70,2,4
2101,"air",1,417,163.1,58,98,36,70,2,4
2101,"bus",0,417,32.27,290,77,10,70,2,4
2101,"car",0,417,79.23,278,0,0,70,2,4
2102,"train",0,417,62.55,263,74,3,70,2,4
2102,"air",1,417,163.1,58,98,36,70,2,4
2102,"bus",0,417,32.27,290,77,10,70,2,4
2102,"car",0,417,79.23,278,0,0,70,2,4
2103,"train",0,417,62.55,263,74,3,45,2,4
2103,"air",1,417,163.1,58,98,36,45,2,4
2103,"bus",0,417,32.27,290,77,10,45,2,4
2103,"car",0,417,79.23,278,0,0,45,2,4
2104,"train",0,417,62.55,263,74,3,70,2,4
2104,"air",1,417,163.1,58,98,36,70,2,4
2104,"bus",0,417,32.27,290,77,10,70,2,4
2104,"car",0,417,79.23,278,0,0,70,2,4
2105,"train",0,417,62.55,263,74,3,70,2,4
2105,"air",1,417,163.1,58,98,36,70,2,4
2105,"bus",0,417,32.27,290,77,10,70,2,4
2105,"car",0,417,79.23,278,0,0,70,2,4
2106,"train",0,417,62.55,263,74,3,55,2,4
2106,"air",1,417,163.1,58,98,36,55,2,4
2106,"bus",0,417,32.27,290,77,10,55,2,4
2106,"car",0,417,79.23,278,0,0,55,2,4
2107,"train",0,417,62.55,263,74,3,55,2,4
2107,"air",1,417,163.1,58,98,36,55,2,4
2107,"bus",0,417,32.27,290,77,10,55,2,4
2107,"car",0,417,79.23,278,0,0,55,2,4
2108,"train",0,417,62.55,263,74,3,70,2,4
2108,"air",1,417,163.1,58,98,36,70,2,4
2108,"bus",0,417,32.27,290,77,10,70,2,4
2108,"car",0,417,79.23,278,0,0,70,2,4
2109,"train",0,417,62.55,263,74,3,70,2,4
2109,"air",1,417,163.1,58,98,36,70,2,4
2109,"bus",0,417,32.27,290,77,10,70,2,4
2109,"car",0,417,79.23,278,0,0,70,2,4
2110,"train",0,417,62.55,263,74,3,35,2,4
2110,"air",1,417,163.1,58,98,36,35,2,4
2110,"bus",0,417,32.27,290,77,10,35,2,4
2110,"car",0,417,79.23,278,0,0,35,2,4
2111,"train",0,417,62.55,263,74,3,70,2,4
2111,"air",1,417,163.1,58,98,36,70,2,4
2111,"bus",0,417,32.27,290,77,10,70,2,4
2111,"car",0,417,79.23,278,0,0,70,2,4
2112,"train",0,417,62.55,263,74,3,70,2,4
2112,"air",1,417,163.1,58,98,36,70,2,4
2112,"bus",0,417,32.27,290,77,10,70,2,4
2112,"car",0,417,79.23,278,0,0,70,2,4
2113,"train",0,417,62.55,263,74,3,70,2,4
2113,"air",1,417,163.1,58,98,36,70,2,4
2113,"bus",0,417,32.27,290,77,10,70,2,4
2113,"car",0,417,79.23,278,0,0,70,2,4
2114,"train",0,417,62.55,263,74,3,70,2,4
2114,"air",1,417,163.1,58,98,36,70,2,4
2114,"bus",0,417,32.27,290,77,10,70,2,4
2114,"car",0,417,79.23,278,0,0,70,2,4
2115,"train",0,417,62.55,263,74,3,70,2,4
2115,"air",1,417,163.1,58,98,36,70,2,4
2115,"bus",0,417,32.27,290,77,10,70,2,4
2115,"car",0,417,79.23,278,0,0,70,2,4
2116,"train",0,417,62.55,263,74,3,70,2,4
2116,"air",1,417,163.1,58,98,36,70,2,4
2116,"bus",0,417,32.27,290,77,10,70,2,4
2116,"car",0,417,79.23,278,0,0,70,2,4
2117,"train",0,417,62.55,263,74,3,70,2,4
2117,"air",1,417,163.1,58,98,36,70,2,4
2117,"bus",0,417,32.27,290,77,10,70,2,4
2117,"car",0,417,79.23,278,0,0,70,2,4
2118,"train",0,417,62.55,263,74,3,55,2,4
2118,"air",1,417,163.1,58,98,36,55,2,4
2118,"bus",0,417,32.27,290,77,10,55,2,4
2118,"car",0,417,79.23,278,0,0,55,2,4
2119,"train",0,417,62.55,263,74,3,30,2,4
2119,"air",1,417,163.1,58,98,36,30,2,4
2119,"bus",0,417,32.27,290,77,10,30,2,4
2119,"car",0,417,79.23,278,0,0,30,2,4
2120,"train",0,417,62.55,263,74,3,70,2,4
2120,"air",1,417,163.1,58,98,36,70,2,4
2120,"bus",0,417,32.27,290,77,10,70,2,4
2120,"car",0,417,79.23,278,0,0,70,2,4
2121,"train",0,417,62.55,263,74,3,70,2,4
2121,"air",1,417,163.1,58,98,36,70,2,4
2121,"bus",0,417,32.27,290,77,10,70,2,4
2121,"car",0,417,79.23,278,0,0,70,2,4
2122,"train",0,417,62.55,263,74,3,25,2,4
2122,"air",1,417,163.1,58,98,36,25,2,4
2122,"bus",0,417,32.27,290,77,10,25,2,4
2122,"car",0,417,79.23,278,0,0,25,2,4
2123,"train",0,417,62.55,263,74,3,70,2,4
2123,"air",1,417,163.1,58,98,36,70,2,4
2123,"bus",0,417,32.27,290,77,10,70,2,4
2123,"car",0,417,79.23,278,0,0,70,2,4
2124,"train",0,417,62.55,263,74,3,70,2,4
2124,"air",1,417,163.1,58,98,36,70,2,4
2124,"bus",0,417,32.27,290,77,10,70,2,4
2124,"car",0,417,79.23,278,0,0,70,2,4
2125,"train",0,417,62.55,263,74,3,45,2,4
2125,"air",1,417,163.1,58,98,36,45,2,4
2125,"bus",0,417,32.27,290,77,10,45,2,4
2125,"car",0,417,79.23,278,0,0,45,2,4
2126,"train",0,417,62.55,263,74,3,45,2,4
2126,"air",1,417,163.1,58,98,36,45,2,4
2126,"bus",0,417,32.27,290,77,10,45,2,4
2126,"car",0,417,79.23,278,0,0,45,2,4
2127,"train",0,417,62.55,263,74,3,70,2,4
2127,"air",1,417,163.1,58,98,36,70,2,4
2127,"bus",0,417,32.27,290,77,10,70,2,4
2127,"car",0,417,79.23,278,0,0,70,2,4
2128,"train",0,417,62.55,263,74,3,31,2,4
2128,"air",1,417,163.1,58,98,36,31,2,4
2128,"bus",0,417,32.27,290,77,10,31,2,4
2128,"car",0,417,79.23,278,0,0,31,2,4
2129,"train",0,417,62.55,263,74,3,45,2,4
2129,"air",1,417,163.1,58,98,36,45,2,4
2129,"bus",0,417,32.27,290,77,10,45,2,4
2129,"car",0,417,79.23,278,0,0,45,2,4
2130,"train",0,417,62.55,263,74,3,70,2,4
2130,"air",1,417,163.1,58,98,36,70,2,4
2130,"bus",0,417,32.27,290,77,10,70,2,4
2130,"car",0,417,79.23,278,0,0,70,2,4
2131,"train",0,417,62.55,263,74,3,55,2,4
2131,"air",1,417,163.1,58,98,36,55,2,4
2131,"bus",0,417,32.27,290,77,10,55,2,4
2131,"car",0,417,79.23,278,0,0,55,2,4
2132,"train",0,417,62.55,263,74,3,35,2,4
2132,"air",1,417,163.1,58,98,36,35,2,4
2132,"bus",0,417,32.27,290,77,10,35,2,4
2132,"car",0,417,79.23,278,0,0,35,2,4
2133,"train",0,417,62.55,263,74,3,45,2,4
2133,"air",1,417,163.1,58,98,36,45,2,4
2133,"bus",0,417,32.27,290,77,10,45,2,4
2133,"car",0,417,79.23,278,0,0,45,2,4
2134,"train",0,417,62.55,263,74,3,70,2,4
2134,"air",1,417,163.1,58,98,36,70,2,4
2134,"bus",0,417,32.27,290,77,10,70,2,4
2134,"car",0,417,79.23,278,0,0,70,2,4
2135,"train",0,417,62.55,263,74,3,70,2,4
2135,"air",1,417,163.1,58,98,36,70,2,4
2135,"bus",0,417,32.27,290,77,10,70,2,4
2135,"car",0,417,79.23,278,0,0,70,2,4
2136,"train",0,417,62.55,263,74,3,55,2,4
2136,"air",1,417,163.1,58,98,36,55,2,4
2136,"bus",0,417,32.27,290,77,10,55,2,4
2136,"car",0,417,79.23,278,0,0,55,2,4
2137,"train",0,417,62.55,263,74,3,70,2,4
2137,"air",1,417,163.1,58,98,36,70,2,4
2137,"bus",0,417,32.27,290,77,10,70,2,4
2137,"car",0,417,79.23,278,0,0,70,2,4
2138,"train",0,417,62.55,263,74,3,70,2,4
2138,"air",1,417,163.1,58,98,36,70,2,4
2138,"bus",0,417,32.27,290,77,10,70,2,4
2138,"car",0,417,79.23,278,0,0,70,2,4
2139,"train",0,417,62.55,263,74,3,45,2,4
2139,"air",0,417,163.1,58,98,36,45,2,4
2139,"bus",1,417,32.27,290,77,10,45,2,4
2139,"car",0,417,79.23,278,0,0,45,2,4
2140,"train",0,417,62.55,263,74,3,70,2,4
2140,"air",0,417,163.1,58,98,36,70,2,4
2140,"bus",0,417,32.27,290,77,10,70,2,4
2140,"car",1,417,79.23,278,0,0,70,2,4
2141,"train",0,417,62.55,263,74,3,55,2,4
2141,"air",0,417,163.1,58,98,36,55,2,4
2141,"bus",0,417,32.27,290,77,10,55,2,4
2141,"car",1,417,79.23,278,0,0,55,2,4
2142,"train",0,417,62.55,263,74,3,70,2,4
2142,"air",0,417,163.1,58,98,36,70,2,4
2142,"bus",0,417,32.27,290,77,10,70,2,4
2142,"car",1,417,79.23,278,0,0,70,2,4
2143,"train",0,417,62.55,263,74,3,55,2,4
2143,"air",0,417,163.1,58,98,36,55,2,4
2143,"bus",0,417,32.27,290,77,10,55,2,4
2143,"car",1,417,79.23,278,0,0,55,2,4
2144,"train",0,417,62.55,263,74,3,70,2,4
2144,"air",0,417,163.1,58,98,36,70,2,4
2144,"bus",0,417,32.27,290,77,10,70,2,4
2144,"car",1,417,79.23,278,0,0,70,2,4
2145,"train",0,417,62.55,263,74,3,70,2,4
2145,"air",0,417,163.1,58,98,36,70,2,4
2145,"bus",0,417,32.27,290,77,10,70,2,4
2145,"car",1,417,79.23,278,0,0,70,2,4
2146,"train",0,417,62.55,263,74,3,35,2,4
2146,"air",0,417,163.1,58,98,36,35,2,4
2146,"bus",0,417,32.27,290,77,10,35,2,4
2146,"car",1,417,79.23,278,0,0,35,2,4
2147,"train",0,417,62.55,263,74,3,70,2,4
2147,"air",0,417,163.1,58,98,36,70,2,4
2147,"bus",0,417,32.27,290,77,10,70,2,4
2147,"car",1,417,79.23,278,0,0,70,2,4
2148,"train",0,417,62.55,263,74,3,70,2,4
2148,"air",0,417,163.1,58,98,36,70,2,4
2148,"bus",0,417,32.27,290,77,10,70,2,4
2148,"car",1,417,79.23,278,0,0,70,2,4
2149,"train",0,417,62.55,263,74,3,70,2,4
2149,"air",0,417,163.1,58,98,36,70,2,4
2149,"bus",0,417,32.27,290,77,10,70,2,4
2149,"car",1,417,79.23,278,0,0,70,2,4
2150,"train",0,417,62.55,263,74,3,35,2,4
2150,"air",0,417,163.1,58,98,36,35,2,4
2150,"bus",0,417,32.27,290,77,10,35,2,4
2150,"car",1,417,79.23,278,0,0,35,2,4
2151,"train",0,417,62.55,263,74,3,45,2,4
2151,"air",0,417,163.1,58,98,36,45,2,4
2151,"bus",0,417,32.27,290,77,10,45,2,4
2151,"car",1,417,79.23,278,0,0,45,2,4
2152,"train",1,427,64.25,263,75,3,45,2,4
2152,"air",0,427,164.5,58,98,36,45,2,4
2152,"bus",0,427,32.07,290,80,10,45,2,4
2152,"car",0,427,81.13,292,0,0,45,2,4
2153,"train",1,427,64.25,263,75,3,70,2,4
2153,"air",0,427,164.5,58,98,36,70,2,4
2153,"bus",0,427,32.07,290,80,10,70,2,4
2153,"car",0,427,81.13,292,0,0,70,2,4
2154,"train",1,427,64.25,263,75,3,45,2,4
2154,"air",0,427,164.5,58,98,36,45,2,4
2154,"bus",0,427,32.07,290,80,10,45,2,4
2154,"car",0,427,81.13,292,0,0,45,2,4
2155,"train",1,427,64.25,263,75,3,5,2,4
2155,"air",0,427,164.5,58,98,36,5,2,4
2155,"bus",0,427,32.07,290,80,10,5,2,4
2155,"car",0,427,81.13,292,0,0,5,2,4
2156,"train",1,427,64.25,263,75,3,45,2,4
2156,"air",0,427,164.5,58,98,36,45,2,4
2156,"bus",0,427,32.07,290,80,10,45,2,4
2156,"car",0,427,81.13,292,0,0,45,2,4
2157,"train",0,427,64.25,263,75,3,45,2,4
2157,"air",1,427,164.5,58,98,36,45,2,4
2157,"bus",0,427,32.07,290,80,10,45,2,4
2157,"car",0,427,81.13,292,0,0,45,2,4
2158,"train",0,427,64.25,263,75,3,70,2,4
2158,"air",1,427,164.5,58,98,36,70,2,4
2158,"bus",0,427,32.07,290,80,10,70,2,4
2158,"car",0,427,81.13,292,0,0,70,2,4
2159,"train",0,427,64.25,263,75,3,35,2,4
2159,"air",1,427,164.5,58,98,36,35,2,4
2159,"bus",0,427,32.07,290,80,10,35,2,4
2159,"car",0,427,81.13,292,0,0,35,2,4
2160,"train",0,427,64.25,263,75,3,70,2,4
2160,"air",1,427,164.5,58,98,36,70,2,4
2160,"bus",0,427,32.07,290,80,10,70,2,4
2160,"car",0,427,81.13,292,0,0,70,2,4
2161,"train",0,427,64.25,263,75,3,70,2,4
2161,"air",1,427,164.5,58,98,36,70,2,4
2161,"bus",0,427,32.07,290,80,10,70,2,4
2161,"car",0,427,81.13,292,0,0,70,2,4
2162,"train",0,427,64.25,263,75,3,70,2,4
2162,"air",1,427,164.5,58,98,36,70,2,4
2162,"bus",0,427,32.07,290,80,10,70,2,4
2162,"car",0,427,81.13,292,0,0,70,2,4
2163,"train",0,427,64.25,263,75,3,70,2,4
2163,"air",1,427,164.5,58,98,36,70,2,4
2163,"bus",0,427,32.07,290,80,10,70,2,4
2163,"car",0,427,81.13,292,0,0,70,2,4
2164,"train",0,427,64.25,263,75,3,70,2,4
2164,"air",1,427,164.5,58,98,36,70,2,4
2164,"bus",0,427,32.07,290,80,10,70,2,4
2164,"car",0,427,81.13,292,0,0,70,2,4
2165,"train",0,427,64.25,263,75,3,70,2,4
2165,"air",1,427,164.5,58,98,36,70,2,4
2165,"bus",0,427,32.07,290,80,10,70,2,4
2165,"car",0,427,81.13,292,0,0,70,2,4
2166,"train",0,427,64.25,263,75,3,55,2,4
2166,"air",1,427,164.5,58,98,36,55,2,4
2166,"bus",0,427,32.07,290,80,10,55,2,4
2166,"car",0,427,81.13,292,0,0,55,2,4
2167,"train",0,427,64.25,263,75,3,45,2,4
2167,"air",1,427,164.5,58,98,36,45,2,4
2167,"bus",0,427,32.07,290,80,10,45,2,4
2167,"car",0,427,81.13,292,0,0,45,2,4
2168,"train",0,427,64.25,263,75,3,70,2,4
2168,"air",1,427,164.5,58,98,36,70,2,4
2168,"bus",0,427,32.07,290,80,10,70,2,4
2168,"car",0,427,81.13,292,0,0,70,2,4
2169,"train",0,427,64.25,263,75,3,70,2,4
2169,"air",1,427,164.5,58,98,36,70,2,4
2169,"bus",0,427,32.07,290,80,10,70,2,4
2169,"car",0,427,81.13,292,0,0,70,2,4
2170,"train",0,427,64.25,263,75,3,70,2,4
2170,"air",1,427,164.5,58,98,36,70,2,4
2170,"bus",0,427,32.07,290,80,10,70,2,4
2170,"car",0,427,81.13,292,0,0,70,2,4
2171,"train",0,427,64.25,263,75,3,45,2,4
2171,"air",1,427,164.5,58,98,36,45,2,4
2171,"bus",0,427,32.07,290,80,10,45,2,4
2171,"car",0,427,81.13,292,0,0,45,2,4
2172,"train",0,427,64.25,263,75,3,70,2,4
2172,"air",1,427,164.5,58,98,36,70,2,4
2172,"bus",0,427,32.07,290,80,10,70,2,4
2172,"car",0,427,81.13,292,0,0,70,2,4
2173,"train",0,427,64.25,263,75,3,35,2,4
2173,"air",1,427,164.5,58,98,36,35,2,4
2173,"bus",0,427,32.07,290,80,10,35,2,4
2173,"car",0,427,81.13,292,0,0,35,2,4
2174,"train",0,427,64.25,263,75,3,45,2,4
2174,"air",1,427,164.5,58,98,36,45,2,4
2174,"bus",0,427,32.07,290,80,10,45,2,4
2174,"car",0,427,81.13,292,0,0,45,2,4
2175,"train",0,427,64.25,263,75,3,70,2,4
2175,"air",1,427,164.5,58,98,36,70,2,4
2175,"bus",0,427,32.07,290,80,10,70,2,4
2175,"car",0,427,81.13,292,0,0,70,2,4
2176,"train",0,427,64.25,263,75,3,70,2,4
2176,"air",1,427,164.5,58,98,36,70,2,4
2176,"bus",0,427,32.07,290,80,10,70,2,4
2176,"car",0,427,81.13,292,0,0,70,2,4
2177,"train",0,427,64.25,263,75,3,70,2,4
2177,"air",1,427,164.5,58,98,36,70,2,4
2177,"bus",0,427,32.07,290,80,10,70,2,4
2177,"car",0,427,81.13,292,0,0,70,2,4
2178,"train",0,427,64.25,263,75,3,70,2,4
2178,"air",1,427,164.5,58,98,36,70,2,4
2178,"bus",0,427,32.07,290,80,10,70,2,4
2178,"car",0,427,81.13,292,0,0,70,2,4
2179,"train",0,427,64.25,263,75,3,35,2,4
2179,"air",1,427,164.5,58,98,36,35,2,4
2179,"bus",0,427,32.07,290,80,10,35,2,4
2179,"car",0,427,81.13,292,0,0,35,2,4
2180,"train",0,427,64.25,263,75,3,55,2,4
2180,"air",1,427,164.5,58,98,36,55,2,4
2180,"bus",0,427,32.07,290,80,10,55,2,4
2180,"car",0,427,81.13,292,0,0,55,2,4
2181,"train",0,427,64.25,263,75,3,70,2,4
2181,"air",1,427,164.5,58,98,36,70,2,4
2181,"bus",0,427,32.07,290,80,10,70,2,4
2181,"car",0,427,81.13,292,0,0,70,2,4
2182,"train",0,427,64.25,263,75,3,70,2,4
2182,"air",1,427,164.5,58,98,36,70,2,4
2182,"bus",0,427,32.07,290,80,10,70,2,4
2182,"car",0,427,81.13,292,0,0,70,2,4
2183,"train",0,427,64.25,263,75,3,70,2,4
2183,"air",1,427,164.5,58,98,36,70,2,4
2183,"bus",0,427,32.07,290,80,10,70,2,4
2183,"car",0,427,81.13,292,0,0,70,2,4
2184,"train",1,444,64.55,263,79,3,45,1,4
2184,"air",0,444,168.5,58,118,36,45,1,4
2184,"bus",0,444,31.07,290,80,10,45,1,4
2184,"car",0,444,84.36,300,0,0,45,1,4
2185,"train",0,444,64.55,263,79,3,70,1,4
2185,"air",1,444,168.5,58,118,36,70,1,4
2185,"bus",0,444,31.07,290,80,10,70,1,4
2185,"car",0,444,84.36,300,0,0,70,1,4
2186,"train",0,444,64.55,263,79,3,45,1,4
2186,"air",0,444,168.5,58,118,36,45,1,4
2186,"bus",0,444,31.07,290,80,10,45,1,4
2186,"car",1,444,84.36,300,0,0,45,1,4
2187,"train",0,462,66.55,263,110,3,70,1,4
2187,"air",1,462,167.1,58,123,36,70,1,4
2187,"bus",0,462,32.07,290,105,10,70,1,4
2187,"car",0,462,87.78,298,0,0,70,1,4
2188,"train",0,462,66.55,263,110,3,25,1,4
2188,"air",1,462,167.1,58,123,36,25,1,4
2188,"bus",0,462,32.07,290,105,10,25,1,4
2188,"car",0,462,87.78,298,0,0,25,1,4
2189,"train",0,462,66.55,263,110,3,55,1,4
